"","SS_NoSpace","chng_type","SiteSeriesLongName","SpecialCode","Special"
"3146","ICHwk4/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3147","ICHwk4/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3148","ICHxm1/101","+","FdCw – Falsebox – Prince's pine",NA,NA
"3149","ICHxm1/102","+","Py – Juniper – Penstemon – Bluebunch wheatgrass",NA,NA
"3150","ICHxm1/103","+","FdPy – Oregon-grape – Bluebunch wheatgrass",NA,NA
"3151","ICHxm1/104","+","Fd – Falsebox – Pinegrass",NA,NA
"3152","ICHxm1/104.1","+","Fd – Falsebox – Pinegrass",NA,NA
"3153","ICHxm1/104.2","+","Fd – Oceanspray – Pinegrass",NA,NA
"3154","ICHxm1/110","+","CwFd – Thimbleberry – Sarsaparilla",NA,NA
"3155","ICHxm1/111","+","Cw – Devil's club – Baneberry",NA,NA
"3156","ICHxm1/112","+","CwSxw – Skunk cabbage",NA,NA
"3157","ICHxm1/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"3158","ICHxm1/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"3159","ICHxm1/Fl01","+","Mountain alder – Common horsetail","Fl","low fluvial bench"
"3160","ICHxm1/Fl02","+","Mountain alder – Red-osier dogwood – Lady fern","Fl","low fluvial bench"
"3161","ICHxm1/Fl04","+","Sitka willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"3162","ICHxm1/Fl05","+","Drummond's willow – Bluejoint","Fl","low fluvial bench"
"3163","ICHxm1/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"3164","ICHxm1/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"3165","ICHxm1/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"3166","ICHxm1/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"3167","ICHxm1/Gg02$2.3","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"3168","ICHxm1/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3169","ICHxm1/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"3170","ICHxm1/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"3171","ICHxm1/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3172","ICHxm1/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3173","ICHxm1/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"3174","ICHxm1/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3175","ICHxm1/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3176","ICHxm1/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3177","ICHxm1/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3178","ICHxm1/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"3179","ICHxm1/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"3180","ICHxm1/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"3181","ICHxm1/Rt06","+","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"3182","ICHxm1/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"3183","ICHxm1/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"3184","ICHxm1/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"3185","ICHxm1/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"3186","ICHxm1/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3187","ICHxm1/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3188","ICHxm1/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3189","ICHxm1/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3190","ICHxm1/Wm04","+","Common spikerush","Wm","wetland marsh"
"3191","ICHxm1/Wm05","+","Cattail","Wm","wetland marsh"
"3192","ICHxm1/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3193","ICHxm1/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3194","ICHxm1/Wm14","+","Common reed","Wm","wetland marsh"
"3195","ICHxm1/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3196","ICHxm1/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3197","ICHxm1/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"3198","ICHxm1/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"3199","ICHxm1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"3200","ICHxm1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"3201","ICHxm1/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"3202","ICHxw/101","+","CwFd – Hazelnut – Sarsaparilla",NA,NA
"3203","ICHxw/102","+","FdPy – Oceanspray – Bluebunch wheatgrass",NA,NA
"3204","ICHxw/103","+","FdPy – Oregon-grape – Pinegrass",NA,NA
"3205","ICHxw/104","+","Fd(Py) – Douglas' maple – Pinegrass",NA,NA
"3206","ICHxw/110","+","CwHw – Foamflower",NA,NA
"3207","ICHxw/111","+","CwHw – Oak fern",NA,NA
"3208","ICHxw/112","+","CwHw – Horsetail – Lady fern",NA,NA
"3209","ICHxw/113","+","CwSxw – Skunk cabbage",NA,NA
"3210","ICHxw/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"3211","ICHxw/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"3212","ICHxw/Gb05","+","Sumac – Bluebunch wheatgrass","Gb","brushland"
"3213","ICHxw/Gb06","+","Snowbrush – Poverty oatgrass","Gb","brushland"
"3214","ICHxw/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3215","ICHxw/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3216","ICHxw/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3217","ICHxw/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3218","ICHxw/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3219","ICHxw/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"3220","ICHxw/Rt01","+","Rocktripe – Green map","Rt","talus"
"3221","ICHxw/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"3222","ICHxw/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"3223","ICHxw/Rt06","+","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"3224","ICHxw/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"3225","ICHxw/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3226","ICHxw/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3227","ICHxw/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3228","ICHxw/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3229","ICHxw/Wm04","+","Common spikerush","Wm","wetland marsh"
"3230","ICHxw/Wm05","+","Cattail","Wm","wetland marsh"
"3231","ICHxw/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3232","ICHxw/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3233","ICHxw/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3234","ICHxw/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3235","ICHxw/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"3236","ICHxwa/101","+","CwFd – Hazelnut – Sarsaparilla",NA,NA
"3237","ICHxwa/102","+","FdPy – Oceanspray – Bluebunch wheatgrass",NA,NA
"3238","ICHxwa/103","+","FdPy – Oregon-grape – Pinegrass",NA,NA
"3239","ICHxwa/104","+","Fd(Py) – Douglas' maple – Pinegrass",NA,NA
"3240","ICHxwa/110","+","CwHw – Foamflower",NA,NA
"3241","ICHxwa/111","+","CwHw – Oak fern",NA,NA
"3242","ICHxwa/112","+","CwHw – Horsetail – Lady fern",NA,NA
"3243","ICHxwa/113","+","CwSxw – Skunk cabbage",NA,NA
"3244","ICHxwa/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"3245","ICHxwa/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"3246","ICHxwa/Gb05","+","Sumac – Bluebunch wheatgrass","Gb","brushland"
"3247","ICHxwa/Gb06","+","Snowbrush – Poverty oatgrass","Gb","brushland"
"3248","ICHxwa/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3249","ICHxwa/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3250","ICHxwa/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3251","ICHxwa/Ro09","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3252","ICHxwa/Ro09.1","+","Saskatoon – Rock moss – Clad lichen","Ro","rocky outcrop"
"3253","ICHxwa/Ro09.2","+","Saskatoon – Poverty oatgrass – Rock moss – Clad lichen","Ro","rocky outcrop"
"3254","ICHxwa/Rt01","+","Rocktripe – Green map","Rt","talus"
"3255","ICHxwa/Rt02","+","Rock moss – Clad lichen","Rt","talus"
"3256","ICHxwa/Rt03","+","Raspberry – Feather moss – Clad lichen","Rt","talus"
"3257","ICHxwa/Rt06","+","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"3258","ICHxwa/Rt08","+","Aspen – Douglas' maple – Saskatoon","Rt","talus"
"3259","ICHxwa/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3260","ICHxwa/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3261","ICHxwa/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3262","ICHxwa/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3263","ICHxwa/Wm04","+","Common spikerush","Wm","wetland marsh"
"3264","ICHxwa/Wm05","+","Cattail","Wm","wetland marsh"
"3265","ICHxwa/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3266","ICHxwa/Wm09","+","Inflated sedge","Wm","wetland marsh"
"3267","ICHxwa/Ws01","+","Mountain alder – Skunk cabbage – Lady fern","Ws","wetland swamp"
"3268","ICHxwa/Ws06","+","Sitka willow – Sitka sedge","Ws","wetland swamp"
"3269","ICHxwa/Ws10","+","CwSxw – Skunk cabbage","Ws","wetland swamp"
"3270","IDFdh/101","+","FdLw – Ninebark – Pinegrass",NA,NA
"3271","IDFdh/102","+","PyFd – Ninebark – Selaginella",NA,NA
"3272","IDFdh/103","+","PyFd – Snowberry – Bluebunch wheatgrass",NA,NA
"3273","IDFdh/104","+","FdPy – Snowberry – Pinegrass",NA,NA
"3274","IDFdh/104.1","+","FdPy – Snowberry – Pinegrass",NA,NA
"3275","IDFdh/104.2","+","FdPy – Snowberry – Ninebark",NA,NA
"3276","IDFdh/110","+","Fd(Lw) – Douglas' maple – Sarsaparilla",NA,NA
"3277","IDFdh/111","+","Sxw – Douglas' maple – Oak fern",NA,NA
"3278","IDFdh/Ff01","+","Water birch – Red-osier dogwood – Rose","Ff","fringe fluvial "
"3279","IDFdh/Ff01a","+","Water birch – Red-osier dogwood – Rose; Fringe phase","Ff","fringe fluvial "
"3280","IDFdh/Ff01b","+","Water birch – Red-osier dogwood – Rose; Grassland draw phase","Ff","fringe fluvial "
"3281","IDFdh/Fl03","+","Pacific willow – Red-osier dogwood – Horsetail","Fl","low fluvial bench"
"3282","IDFdh/Fl06","+","Sandbar willow – Scouring-rush","Fl","low fluvial bench"
"3283","IDFdh/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"3284","IDFdh/Ga03","+","Field sedge","Ga","alkaline meadow"
"3285","IDFdh/Ga03$2","+","Field sedge","Ga","alkaline meadow"
"3286","IDFdh/Gb03","+","Ninebark – Oceanspray – Bluebunch wheatgrass","Gb","brushland"
"3287","IDFdh/Gb04","+","Choke cherry – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"3288","IDFdh/Gg01","+","Bluebunch wheatgrass – Prairie sagewort – Junegrass","Gg","grassland "
"3289","IDFdh/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"3290","IDFdh/Gg02$2.3","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"3291","IDFdh/Gg10","+","Rough fescue – Bluebunch wheatgrass","Gg","grassland "
"3292","IDFdh/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3293","IDFdh/Gg11$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"3294","IDFdh/Gg11$2.4","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"3295","IDFdh/Gg13","+","Idaho fescue – Silky lupine","Gg","grassland "
"3296","IDFdh/Gg13$2.2","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"3297","IDFdh/Gg13$2.3","+","Needle-and-thread grass – Yellow salsify","Gg","grassland "
"3298","IDFdh/Gg13$2.5","+","Cheatgrass – Columbia needlegrass","Gg","grassland "
"3299","IDFdh/Gg26","+","Red three-awn – Needle-and-thread grass","Gg","grassland "
"3300","IDFdh/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3301","IDFdh/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3302","IDFdh/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"3303","IDFdh/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3304","IDFdh/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3305","IDFdh/Ro04.2","+","Rabbit-brush – Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3306","IDFdh/Rt01","+","Rocktripe – Green map","Rt","talus"
"3307","IDFdh/Rt04","+","Saskatoon – Bluebunch wheatgrass","Rt","talus"
"3308","IDFdh/Rt06","+","Saskatoon – Mock-orange – Bluebunch wheatgrass","Rt","talus"
"3309","IDFdh/Wm01","+","Beaked sedge – Water sedge","Wm","wetland marsh"
"3310","IDFdh/Wm03","+","Awned sedge","Wm","wetland marsh"
"3311","IDFdh/Wm04","+","Common spikerush","Wm","wetland marsh"
"3312","IDFdh/Wm05","+","Cattail","Wm","wetland marsh"
"3313","IDFdh/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3314","IDFdh/Wm07","+","Baltic rush","Wm","wetland marsh"
"3315","IDFdh/Wm12","+","Woolly sedge","Wm","wetland marsh"
"3316","IDFdh/Wm14","+","Common reed","Wm","wetland marsh"
"3317","IDFdk1/101","+","FdPl – Pinegrass – Feather moss",NA,NA
"3318","IDFdk1/102","+","Fd – Juniper – Kinnikinnick",NA,NA
"3319","IDFdk1/104","+","Fd(Pl) – Pinegrass – Kinnikinnick",NA,NA
"3320","IDFdk1/110","+","SxwFd – Gooseberry – Feather moss",NA,NA
"3321","IDFdk1/111","+","Sxw – Dogwood – Horsetail",NA,NA
"3322","IDFdk1/Ff04","+","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"3323","IDFdk1/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"3324","IDFdk1/Ga01","+","Saltgrass","Ga","alkaline meadow"
"3325","IDFdk1/Ga01.1","+","Saltgrass","Ga","alkaline meadow"
"3326","IDFdk1/Ga02","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"3327","IDFdk1/Ga02.1","+","Nuttall's alkaligrass – Foxtail barley","Ga","alkaline meadow"
"3328","IDFdk1/Ga02.2","+","Foxtail barley – Nuttall's alkaligrass","Ga","alkaline meadow"
"3329","IDFdk1/Ga03","+","Field sedge","Ga","alkaline meadow"
"3330","IDFdk1/Ga03$2","+","Field sedge","Ga","alkaline meadow"
"3331","IDFdk1/Gb02","+","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"3332","IDFdk1/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"3333","IDFdk1/Gg02$2.3","+","Needle-and-thread grass – Cheatgrass","Gg","grassland "
"3334","IDFdk1/Gg10$2.1","+","Bluebunch wheatgrass – Junegrass – Sandberg's bluegrass","Gg","grassland "
"3335","IDFdk1/Gg11","+","Idaho fescue – Bluebunch wheatgrass – Junegrass","Gg","grassland "
"3336","IDFdk1/Gg12","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"3337","IDFdk1/Gg12$2.1","+","Rough fescue – Bluebunch wheatgrass – Yellow salsify","Gg","grassland "
"3338","IDFdk1/Gg12$2.2","+","Spreading needlegrass – Rough fescue – Kentucky bluegrass","Gg","grassland "
"3339","IDFdk1/Gg12$2.3","+","Spreading needlegrass – Columbia needlegrass","Gg","grassland "
"3340","IDFdk1/Gg12$2.5","+","Kentucky bluegrass – Yarrow","Gg","grassland "
"3341","IDFdk1/Gg12.1","+","Rough fescue – Yarrow – Three-flowered avens","Gg","grassland "
"3342","IDFdk1/Gg13","+","Idaho fescue – Silky lupine","Gg","grassland "
"3343","IDFdk1/Gg13$2.1","+","Spreading needlegrass – Idaho fescue – Pinegrass","Gg","grassland "
"3344","IDFdk1/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3345","IDFdk1/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3346","IDFdk1/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"3347","IDFdk1/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3348","IDFdk1/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3349","IDFdk1/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3350","IDFdk1/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3351","IDFdk1/Ro05.2","+","Juniper – Kinnikinnick – Penstemon – Screw moss","Ro","rocky outcrop"
"3352","IDFdk1/Rt01","+","Rocktripe – Green map","Rt","talus"
"3353","IDFdk1/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"3354","IDFdk1/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"3355","IDFdk1/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"3356","IDFdk1/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3357","IDFdk1/Wf06","+","Slender sedge – Buckbean","Wf","wetland fen"
"3358","IDFdk1/Wf08","+","Shore sedge – Buckbean – Hook moss","Wf","wetland fen"
"3359","IDFdk1/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3360","IDFdk1/Wm05","+","Cattail","Wm","wetland marsh"
"3361","IDFdk1/Wm07","+","Baltic rush","Wm","wetland marsh"
"3362","IDFdk1/Wm08","+","Three-square bulrush","Wm","wetland marsh"
"3363","IDFdk1/Wm11","+","Seacoast bulrush","Wm","wetland marsh"
"3364","IDFdk1/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"3365","IDFdk1/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"3366","IDFdk1/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"3367","IDFdk1/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"3368","IDFdk1/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
"3369","IDFdk2/101","+","FdPl – Pinegrass – Feather moss",NA,NA
"3370","IDFdk2/102","+","Fd – Juniper – Kinnikinnick",NA,NA
"3371","IDFdk2/104","+","Fd(Pl) – Pinegrass – Kinnikinnick",NA,NA
"3372","IDFdk2/110","+","Sxw(Fd) – Dogwood – Gooseberry",NA,NA
"3373","IDFdk2/111","+","Sxw – Dogwood – Horsetail",NA,NA
"3374","IDFdk2/Ff04","+","Aspen – Snowberry – Roses","Ff","fringe fluvial "
"3375","IDFdk2/Fm05","+","Cottonwood – Douglas-fir – Douglas' maple – Snowberry","Fm","mid fluvial bench"
"3376","IDFdk2/Ga01","+","Saltgrass","Ga","alkaline meadow"
"3377","IDFdk2/Ga01.1","+","Saltgrass","Ga","alkaline meadow"
"3378","IDFdk2/Gb02","+","Saskatoon – Snowberry – Bluebunch wheatgrass","Gb","brushland"
"3379","IDFdk2/Gg02","+","Bluebunch wheatgrass – Balsamroot","Gg","grassland "
"3380","IDFdk2/Ro01","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3381","IDFdk2/Ro01.1","+","Selaginella – Bluebunch wheatgrass – Screw moss","Ro","rocky outcrop"
"3382","IDFdk2/Ro01.2","+","Selaginella – Screw moss","Ro","rocky outcrop"
"3383","IDFdk2/Ro04","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3384","IDFdk2/Ro04.1","+","Big sagebrush – Selaginella – Bluebunch wheatgrass","Ro","rocky outcrop"
"3385","IDFdk2/Ro05","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3386","IDFdk2/Ro05.1","+","Juniper – Kinnikinnick – Penstemon","Ro","rocky outcrop"
"3387","IDFdk2/Ro05.2","+","Juniper – Kinnikinnick – Penstemon – Screw moss","Ro","rocky outcrop"
"3388","IDFdk2/Rt01","+","Rocktripe – Green map","Rt","talus"
"3389","IDFdk2/Rt07","+","Aspen – Juniper – Rocktripe","Rt","talus"
"3390","IDFdk2/Rt07.1","+","Aspen – Juniper – Rocktripe; Aspen variation","Rt","talus"
"3391","IDFdk2/Rt07.2","+","Juniper – Rocktripe","Rt","talus"
"3392","IDFdk2/Wf01","+","Water sedge – Beaked sedge","Wf","wetland fen"
"3393","IDFdk2/Wf02","+","Scrub birch – Water sedge","Wf","wetland fen"
"3394","IDFdk2/Wf05","+","Slender sedge – Common hook moss","Wf","wetland fen"
"3395","IDFdk2/Wm02","+","Water horsetail – Beaked sedge","Wm","wetland marsh"
"3396","IDFdk2/Wm05","+","Cattail","Wm","wetland marsh"
"3397","IDFdk2/Wm06","+","Soft-stemmed bulrush","Wm","wetland marsh"
"3398","IDFdk2/Wm07","+","Baltic rush","Wm","wetland marsh"
"3399","IDFdk2/Wm11","+","Seacoast bulrush","Wm","wetland marsh"
"3400","IDFdk2/Ws02","+","Mountain alder – Pink spirea – Sitka sedge","Ws","wetland swamp"
"3401","IDFdk2/Ws03","+","Bebb's willow – Bluejoint","Ws","wetland swamp"
"3402","IDFdk2/Ws04","+","Drummond's willow – Beaked sedge","Ws","wetland swamp"
"3403","IDFdk2/Ws07","+","Sxw – Horsetail – Leafy moss","Ws","wetland swamp"
"3404","IDFdk2/Ws07.1","+","Sxw – Horsetail – Leafy moss; Typic variation","Ws","wetland swamp"
"3405","IDFdk2/Ws07.2","+","Sxw – Horsetail – Leafy moss; Soft-leaved sedge variation","Ws","wetland swamp"
